index,Polymer Name,SMILES1,SMILES2,MorganFingerprint_SMILES1,MorganFingerprint_SMILES2,C1,C2,Tg[K],Tensile_Strength_preferred,Tensile Strength_units,Elongation_preferred,Elongation_units,Elastic Modulus_preferred,Elastic Modulus_units
8629,Poly(tricyclodecanedimethylene-co-Isosorbide terephthalate),*OC(=O)c1ccc(cc1)C(=O)OCC1C2C3C(C(C1)C2)CC(C3)C*,O(C(=O)c1ccc(cc1)C(=O)O[C@H]1C2C(OC1)[C@H](CO2)*)*,"[29, 80, 145, 147, 226, 239, 247, 320, 323, 431, 585, 606, 622, 650, 695, 729, 807, 867, 926, 964, 986, 1000, 1019, 1114, 1136, 1156, 1181, 1206, 1292, 1309, 1380, 1385, 1522, 1688, 1697, 1750, 1873, 1889, 1917, 2023]","[41, 145, 221, 226, 252, 302, 323, 352, 606, 650, 656, 695, 798, 802, 807, 904, 926, 1019, 1074, 1126, 1181, 1196, 1350, 1380, 1385, 1452, 1563, 1688, 1697, 1750, 1873, 1917, 1923, 1935, 2023]",98,2,392.15,30,[Mpa],33,[%],2380,[Mpa]
8628,Poly(tricyclodecanedimethylene-co-Isosorbide terephthalate),*OC(=O)c1ccc(cc1)C(=O)OCC1C2C3C(C(C1)C2)CC(C3)C*,O(C(=O)c1ccc(cc1)C(=O)O[C@H]1C2C(OC1)[C@H](CO2)*)*,"[29, 80, 145, 147, 226, 239, 247, 320, 323, 431, 585, 606, 622, 650, 695, 729, 807, 867, 926, 964, 986, 1000, 1019, 1114, 1136, 1156, 1181, 1206, 1292, 1309, 1380, 1385, 1522, 1688, 1697, 1750, 1873, 1889, 1917, 2023]","[41, 145, 221, 226, 252, 302, 323, 352, 606, 650, 656, 695, 798, 802, 807, 904, 926, 1019, 1074, 1126, 1181, 1196, 1350, 1380, 1385, 1452, 1563, 1688, 1697, 1750, 1873, 1917, 1923, 1935, 2023]",100,0,389.15,30,[Mpa],39,[%],2515,[Mpa]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,Poly[(benzenedimethylene methylated dimethoxydivanillate)-co-(butylene methylated dimethoxydivanillate)],*C(=O)c1cc(c(c(c1)OC)OC)c1c(c(cc(c1)C(=O)OCc1ccc(cc1)CO*)OC)OC,C(=O)(c1cc(c(c(c1)OC)OC)c1c(c(cc(c1)C(=O)OCCCCO*)OC)OC)*,"[80, 145, 147, 226, 249, 264, 310, 333, 352, 428, 650, 695, 718, 745, 807, 841, 875, 876, 1057, 1119, 1286, 1327, 1380, 1385, 1515, 1522, 1536, 1546, 1599, 1688, 1746, 1749, 1750, 1754, 1867, 1873, 1876, 1892, 1914, 1917, 1970, 2042]","[13, 59, 80, 145, 147, 226, 249, 264, 333, 352, 428, 650, 695, 807, 841, 875, 876, 1057, 1119, 1249, 1286, 1327, 1380, 1385, 1515, 1522, 1536, 1546, 1592, 1599, 1647, 1688, 1734, 1746, 1749, 1873, 1892, 1911, 1917, 1970]",26,74,390.15,23.3,[Mpa],18.4,[%],370,[Mpa]
8654,Poly[(benzenedimethylene methylated dimethoxydivanillate)-co-(hexylene methylated dimethoxydivanillate)],*C(=O)c1cc(c(c(c1)OC)OC)c1c(c(cc(c1)C(=O)OCc1ccc(CO*)cc1)OC)OC,C(=O)(c1cc(c(c(c1)OC)OC)c1c(c(cc(c1)C(=O)OCCCCCCO*)OC)OC)*,"[80, 145, 147, 226, 249, 264, 310, 333, 352, 428, 650, 695, 718, 745, 807, 841, 875, 876, 1057, 1119, 1286, 1327, 1380, 1385, 1515, 1522, 1536, 1546, 1599, 1688, 1746, 1749, 1750, 1754, 1867, 1873, 1876, 1892, 1914, 1917, 1970, 2042]","[13, 59, 80, 145, 147, 226, 249, 264, 333, 352, 428, 650, 695, 807, 841, 875, 876, 1057, 1119, 1143, 1249, 1286, 1327, 1380, 1385, 1515, 1522, 1536, 1546, 1592, 1599, 1647, 1688, 1734, 1746, 1749, 1873, 1892, 1911, 1917, 1970]",42,58,373.15,17.5,[Mpa],13.3,[%],190,[Mpa]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",0,100,550.15,75,[Mpa],8.1,[%],2700,[Mpa]
8680,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",10,90,552.15,79,[Mpa],10.1,[%],2800,[Mpa]
8681,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",30,70,556.15,80.4,[Mpa],17.9,[%],3200,[Mpa]
8682,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",50,50,560.15,81.1,[Mpa],18.7,[%],3000,[Mpa]
8683,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",70,30,565.15,79.7,[Mpa],14.7,[%],2600,[Mpa]
8684,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",90,10,567.15,74.1,[Mpa],12.2,[%],2200,[Mpa]
8685,"Poly[(3,3'-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one terephthalate)-co-(9,9-bis(4-hydroxyphenyl)fluorene terephthalate)]",c1(ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(C(=O)O1)cccc2)O*,O(c1ccc(cc1)C1(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O)*)c2c(-c3c1cccc3)cccc2)*,"[48, 76, 145, 165, 212, 226, 264, 314, 322, 352, 484, 556, 606, 650, 656, 695, 718, 804, 807, 866, 936, 940, 972, 984, 1060, 1088, 1199, 1282, 1380, 1385, 1446, 1460, 1490, 1546, 1610, 1688, 1697, 1729, 1749, 1750, 1861, 1873, 1917, 1926, 1980]","[48, 116, 145, 212, 226, 264, 322, 342, 352, 484, 556, 606, 650, 695, 718, 804, 807, 866, 984, 1060, 1088, 1199, 1298, 1330, 1380, 1385, 1446, 1460, 1546, 1582, 1610, 1688, 1697, 1729, 1749, 1750, 1873, 1917, 1926, 1980]",100,0,579.15,70.7,[Mpa],8.9,[%],1700,[Mpa]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829,"Poly[(3-hydroxybutyrate-co-3-hydroxyvalerate)]-blend-[poly(lactic acid-co-adipic acid-co-1,2-propanediol)]",*OC(=O)CC(OC(=O)CC(O)CC)C*,*OC(=O)CCCCC(=O)OCC(OC(=O)C(O)C)C*,"[1, 69, 80, 125, 226, 227, 247, 284, 294, 323, 334, 650, 695, 807, 844, 912, 969, 1035, 1057, 1156, 1200, 1290, 1386, 1417, 1544, 1619, 1688, 1917, 1928, 2038]","[1, 69, 80, 118, 125, 147, 226, 227, 233, 247, 283, 323, 369, 396, 650, 677, 695, 729, 807, 969, 991, 1057, 1156, 1200, 1267, 1386, 1399, 1437, 1564, 1688, 1707, 1798, 1911, 1917]",77.71768828,22.28231172,264.15,18.5,[Mpa],6.1,[%],359,[Mpa]
8828,"Poly[(3-hydroxybutyrate-co-3-hydroxyvalerate)]-blend-[poly(lactic acid-co-adipic acid-co-1,2-propanediol)]",*OC(=O)CC(OC(=O)CC(O)CC)C*,*OC(=O)CCCCC(=O)OCC(OC(=O)C(O)C)C*,"[1, 69, 80, 125, 226, 227, 247, 284, 294, 323, 334, 650, 695, 807, 844, 912, 969, 1035, 1057, 1156, 1200, 1290, 1386, 1417, 1544, 1619, 1688, 1917, 1928, 2038]","[1, 69, 80, 118, 125, 147, 226, 227, 233, 247, 283, 323, 369, 396, 650, 677, 695, 729, 807, 969, 991, 1057, 1156, 1200, 1267, 1386, 1399, 1437, 1564, 1688, 1707, 1798, 1911, 1917]",86.88074425,13.11925575,269.15,21,[Mpa],7.7,[%],397,[Mpa]
8827,"Poly[(3-hydroxybutyrate-co-3-hydroxyvalerate)]-blend-[poly(lactic acid-co-adipic acid-co-1,2-propanediol)]",*OC(=O)CC(OC(=O)CC(O)CC)C*,*OC(=O)CCCCC(=O)OCC(OC(=O)C(O)C)C*,"[1, 69, 80, 125, 226, 227, 247, 284, 294, 323, 334, 650, 695, 807, 844, 912, 969, 1035, 1057, 1156, 1200, 1290, 1386, 1417, 1544, 1619, 1688, 1917, 1928, 2038]","[1, 69, 80, 118, 125, 147, 226, 227, 233, 247, 283, 323, 369, 396, 650, 677, 695, 729, 807, 969, 991, 1057, 1156, 1200, 1267, 1386, 1399, 1437, 1564, 1688, 1707, 1798, 1911, 1917]",93.20404179,6.795958212,272.15,26,[Mpa],7.8,[%],586,[Mpa]
8826,"Poly[(3-hydroxybutyrate-co-3-hydroxyvalerate)]-blend-[poly(lactic acid-co-adipic acid-co-1,2-propanediol)]",*OC(=O)CC(OC(=O)CC(O)CC)C*,*OC(=O)CCCCC(=O)OCC(OC(=O)C(O)C)C*,"[1, 69, 80, 125, 226, 227, 247, 284, 294, 323, 334, 650, 695, 807, 844, 912, 969, 1035, 1057, 1156, 1200, 1290, 1386, 1417, 1544, 1619, 1688, 1917, 1928, 2038]","[1, 69, 80, 118, 125, 147, 226, 227, 233, 247, 283, 323, 369, 396, 650, 677, 695, 729, 807, 969, 991, 1057, 1156, 1200, 1267, 1386, 1399, 1437, 1564, 1688, 1707, 1798, 1911, 1917]",100,0,275.15,29.1,[Mpa],8,[%],558,[Mpa]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9447,"Poly(propylene carbonate)/Poly(1,2-propylene succinate) Blends",*C(COC(=O)OO)C*,*OC(C)COC(=O)CCC(=O)OCC(C)O*,"[1, 80, 107, 118, 147, 170, 226, 245, 247, 253, 309, 650, 695, 759, 807, 969, 1174, 1212, 1410, 1679, 1917, 2036]","[1, 80, 118, 147, 226, 254, 261, 283, 518, 650, 677, 695, 729, 807, 1056, 1057, 1386, 1423, 1564, 1688, 1917, 1960]",82.10581719,17.89418281,278.15,5.2,[Mpa],1080,[%],58,[Mpa]
9446,"Poly(propylene carbonate)/Poly(1,2-propylene succinate) Blends",*C(COC(=O)OO)C*,*OC(C)COC(=O)CCC(=O)OCC(C)O*,"[1, 80, 107, 118, 147, 170, 226, 245, 247, 253, 309, 650, 695, 759, 807, 969, 1174, 1212, 1410, 1679, 1917, 2036]","[1, 80, 118, 147, 226, 254, 261, 283, 518, 650, 677, 695, 729, 807, 1056, 1057, 1386, 1423, 1564, 1688, 1917, 1960]",88.72075651,11.27924349,286.15,3.9,[Mpa],874,[%],618,[Mpa]
9445,"Poly(propylene carbonate)/Poly(1,2-propylene succinate) Blends",*C(COC(=O)OO)C*,*OC(C)COC(=O)CCC(=O)OCC(C)O*,"[1, 80, 107, 118, 147, 170, 226, 245, 247, 253, 309, 650, 695, 759, 807, 969, 1174, 1212, 1410, 1679, 1917, 2036]","[1, 80, 118, 147, 226, 254, 261, 283, 518, 650, 677, 695, 729, 807, 1056, 1057, 1386, 1423, 1564, 1688, 1917, 1960]",94.65187628,5.348123718,291.15,16.1,[Mpa],625,[%],915,[Mpa]
9444,"Poly(propylene carbonate)/Poly(1,2-propylene succinate) Blends",*C(COC(=O)OO)C*,*OC(C)COC(=O)CCC(=O)OCC(C)O*,"[1, 80, 107, 118, 147, 170, 226, 245, 247, 253, 309, 650, 695, 759, 807, 969, 1174, 1212, 1410, 1679, 1917, 2036]","[1, 80, 118, 147, 226, 254, 261, 283, 518, 650, 677, 695, 729, 807, 1056, 1057, 1386, 1423, 1564, 1688, 1917, 1960]",100,0,300.15,30.8,[Mpa],23,[%],977,[Mpa]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,"Poly(propylene carbonate) blend
o-Lauroyl chitosan",*C(COC(=O)O*)C,C1([C@H](C)C(C([C@@H](O1)OC)N)*)CO*,"[1, 80, 118, 147, 170, 226, 245, 283, 323, 481, 632, 650, 695, 807, 829, 1057, 1158, 1212, 1494, 1688, 1917]","[80, 226, 333, 462, 533, 610, 656, 680, 695, 761, 841, 864, 937, 1019, 1057, 1117, 1123, 1136, 1171, 1196, 1303, 1309, 1323, 1688, 1746, 1832, 1885, 1921, 1977, 1990]",71.79025143,28.20974857,308.65,32,[Mpa],8.1,[%],-,-
9554,"Poly(propylene carbonate) blend
o-Lauroyl chitosan",*C(COC(=O)O*)C,C1([C@H](C)C(C([C@@H](O1)OC)N)*)CO*,"[1, 80, 118, 147, 170, 226, 245, 283, 323, 481, 632, 650, 695, 807, 829, 1057, 1158, 1212, 1494, 1688, 1917]","[80, 226, 333, 462, 533, 610, 656, 680, 695, 761, 841, 864, 937, 1019, 1057, 1117, 1123, 1136, 1171, 1196, 1303, 1309, 1323, 1688, 1746, 1832, 1885, 1921, 1977, 1990]",79.83339421,20.16660579,310.15,21,[Mpa],3.8,[%],-,-
